Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2020-12-04 06:03,2020-12-04 06:39,"Preacher Curl Machine",35,8,"",,,,Biceps,"",
2020-12-03 05:48,2020-12-03 06:07,"Leg Press-FFA",225,8,"",,,,Legs,"",
2020-12-03 05:48,2020-12-03 06:07,"Leg Press-FFA",225,6,"",,,,Legs,"",
2020-12-03 05:48,2020-12-03 06:07,"Seated Leg Curl-FFA",55,10,"",,,,Legs,"",
2020-12-03 05:48,2020-12-03 06:07,"Seated Leg Curl-FFA",55,8,"",,,,Legs,"",
2020-12-03 05:48,2020-12-03 06:07,"Standing Calf Raise",110,10,"",,,,Legs,"",
2020-12-03 05:48,2020-12-03 06:07,"Standing Calf Raise",110,8,"",,,,Legs,"",
2020-12-03 05:48,2020-12-03 06:07,"Standing Calf Raise",110,6,"",,,,Legs,"",
2020-12-02 08:58,,"Bench Press",115,5,"",,,,Chest,"",
2020-12-02 08:58,,"Bench Press",115,5,"",,,,Chest,"",
2020-12-02 08:58,,"Assisted Dips-FFA",90,10,"",,,,Triceps,"",
2020-12-02 08:58,,"Assisted Dips-FFA",90,8,"",,,,Triceps,"",
2020-12-02 08:58,,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",50,8,"",,,,Chest,"",
2020-12-02 08:58,,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",50,8,"",,,,Chest,"",
2020-12-02 08:58,,"Machine Shoulder Press-FFA",30,10,"",,,,Shoulders,"",
2020-12-02 08:58,,"Machine Shoulder Press-FFA",30,8,"",,,,Shoulders,"",
2020-12-01 07:04,2020-12-01 07:52,"Assisted Pullups-FFA",-130,10,"",,,,Back,"",
2020-12-01 07:04,2020-12-01 07:52,"Assisted Pullups-FFA",-130,8,"",,,,Back,"",
2020-12-01 07:04,2020-12-01 07:52,"One-Arm Hammer Rows",45,10,"",,,,Back,"",
2020-12-01 07:04,2020-12-01 07:52,"One-Arm Hammer Rows",45,8,"",,,,Back,"",
2020-12-01 07:04,2020-12-01 07:52,"Face Pulls-FFA",10,10,"",,,,Shoulders,"",
2020-12-01 07:04,2020-12-01 07:52,"Face Pulls-FFA",10,8,"",,,,Shoulders,"",
2020-12-01 07:04,2020-12-01 07:52,"Cable Curls-FFA",50,10,"",,,,Biceps,"",
2020-12-01 07:04,2020-12-01 07:52,"Cable Curls-FFA",50,8,"",,,,Biceps,"",
2020-12-01 07:04,2020-12-01 07:52,"Cable Curls-FFA",40,10,"",,,,Biceps,"",
2020-11-29 01:35,2020-11-29 02:35,"Leg Press",245,11,"",,,,Legs,"",
2020-11-29 01:35,2020-11-29 02:35,"Leg Press",245,9,"",,,,Legs,"",
2020-11-29 01:35,2020-11-29 02:35,"Leg Press",245,7,"",,,,Legs,"",
2020-11-29 01:35,2020-11-29 02:35,"Hack Squat",140,10,"",,,,Legs,"",
2020-11-29 01:35,2020-11-29 02:35,"Hack Squat",140,8,"",,,,Legs,"",
2020-11-29 01:35,2020-11-29 02:35,"Seated Leg Curl",70,13,"",,,,Legs,"",
2020-11-29 01:35,2020-11-29 02:35,"Seated Leg Curl",70,11,"",,,,Legs,"",
2020-11-29 01:35,2020-11-29 02:35,"Seated Leg Curl",70,10,"",,,,Legs,"",
2020-11-28 03:11,2020-11-28 05:11,"Assisted Pullups-FFA",-110,12,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"Assisted Pullups-FFA",-110,10,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"Assisted Pullups-FFA",-110,8,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"One-Arm Hammer Rows",55,13,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"One-Arm Hammer Rows",55,10,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"One-Arm Hammer Rows",45,15,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"T-bar Row",50,10,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"T-bar Row",50,8,"",,,,Back,"",
2020-11-28 03:11,2020-11-28 05:11,"Straight Bar Curls",45,8,"",,,,Biceps,"",
2020-11-28 03:11,2020-11-28 05:11,"Straight Bar Curls",45,8,"",,,,Biceps,"",
2020-11-28 03:11,2020-11-28 05:11,"Cable Curls-FFA",70,10,"",,,,Biceps,"",
2020-11-28 03:11,2020-11-28 05:11,"Cable Curls-FFA",60,12,"",,,,Biceps,"",
2020-11-28 03:11,2020-11-28 05:11,"Concentration Curl",15,13,"",,,,Biceps,"",
2020-11-28 03:11,2020-11-28 05:11,"Concentration Curl",15,11,"",,,,Biceps,"",
2020-11-27 02:30,2020-11-27 02:36,"Smith Bench",70,12,"",,,,Chest,"",
2020-11-27 02:30,2020-11-27 02:36,"Smith Bench",70,11,"",,,,Chest,"",
2020-11-27 02:30,2020-11-27 02:36,"Smith Bench",70,10,"",,,,Chest,"",
2020-11-27 02:30,2020-11-27 02:36,"Machine Shoulder Press-FFA",40,12,"",,,,Shoulders,"",
2020-11-27 02:30,2020-11-27 02:36,"Machine Shoulder Press-FFA",40,12,"",,,,Shoulders,"",
2020-11-27 02:30,2020-11-27 02:36,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",50,8,"",,,,Chest,"",
2020-11-27 02:30,2020-11-27 02:36,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",40,12,"",,,,Chest,"",
2020-11-27 02:30,2020-11-27 02:36,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",40,10,"",,,,Chest,"",
2020-11-27 02:30,2020-11-27 02:36,"Assisted Dips-FFA",110,14,"",,,,Triceps,"",
2020-11-27 02:30,2020-11-27 02:36,"Assisted Dips-FFA",110,12,"",,,,Triceps,"",
2020-11-27 02:30,2020-11-27 02:36,"Assisted Dips-FFA",110,10,"",,,,Triceps,"",
2020-11-27 02:30,2020-11-27 02:36,"Cable Kickbacks",10,10,"",,,,Triceps,"",
2020-11-27 02:30,2020-11-27 02:36,"Cable Kickbacks",10,10,"",,,,Triceps,"",
2020-11-27 02:30,2020-11-27 02:36,"Cable Kickbacks",10,10,"",,,,Triceps,"",
2020-11-27 02:30,2020-11-27 02:36,"Dumbbell Lateral Raises",10,12,"",,,,Shoulders,"",
2020-11-27 02:30,2020-11-27 02:36,"Dumbbell Lateral Raises",10,12,"",,,,Shoulders,"",
2020-11-27 02:30,2020-11-27 02:36,"Dumbbell Lateral Raises",10,10,"",,,,Shoulders,"",
2020-11-26 01:12,2020-11-26 05:04,"Leg Press-FFA",245,12,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Leg Press-FFA",245,10,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Leg Press-FFA",245,8,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Smith Squat ATG",70,12,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Smith Squat ATG",70,10,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Smith Squat ATG",70,8,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Lunges",0,12,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Lunges",0,10,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Lunges",0,8,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Seated Leg Curl-FFA",70,14,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Seated Leg Curl-FFA",70,12,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Seated Leg Curl-FFA",70,10,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Smith Calf Raise",110,10,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Smith Calf Raise",110,8,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Smith Calf Raise",90,10,"",,,,Legs,"",
2020-11-26 01:12,2020-11-26 05:04,"Smith Calf Raise",90,10,"",,,,Legs,"",
2020-11-25 12:56,2020-11-25 03:36,"Assisted Pullups-FFA",-110,10,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"Assisted Pullups-FFA",-110,10,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"Assisted Pullups-FFA",-110,8,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"One-Arm Hammer Rows",55,20,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"One-Arm Hammer Rows",55,15,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"One-Arm Hammer Rows",55,13,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"Face Pulls",30,10,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"Face Pulls",30,10,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"Face Pulls",30,10,"",,,,Back,"",
2020-11-25 12:56,2020-11-25 03:36,"Cable Curls-FFA",70,13,"",,,,Biceps,"",
2020-11-25 12:56,2020-11-25 03:36,"Cable Curls-FFA",70,10,"",,,,Biceps,"",
2020-11-25 12:56,2020-11-25 03:36,"Cable Curls-FFA",60,12,"",,,,Biceps,"",
2020-11-25 12:56,2020-11-25 03:36,"Concentration Curl",15,13,"",,,,Biceps,"",
2020-11-25 12:56,2020-11-25 03:36,"Concentration Curl",15,11,"",,,,Biceps,"",
2020-11-25 12:56,2020-11-25 03:36,"Concentration Curl",15,10,"",,,,Biceps,"",
2020-11-24 04:44,2020-11-24 04:44,"Smith Bench",70,10,"",,,,Chest,"",
2020-11-24 04:44,2020-11-24 04:44,"Smith Bench",70,10,"",,,,Chest,"",
2020-11-24 04:44,2020-11-24 04:44,"Smith Bench",70,10,"",,,,Chest,"",
2020-11-24 04:44,2020-11-24 04:44,"Machine Shoulder Press-FFA",50,10,"",,,,Shoulders,"",
2020-11-24 04:44,2020-11-24 04:44,"Machine Shoulder Press-FFA",50,10,"",,,,Shoulders,"",
2020-11-24 04:44,2020-11-24 04:44,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",25,10,"",,,,Chest,"",
2020-11-24 04:44,2020-11-24 04:44,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",25,10,"",,,,Chest,"",
2020-11-24 04:44,2020-11-24 04:44,"Hammer Strength Plate Loaded Iso-Lateral Incline Press",25,10,"",,,,Chest,"",
2020-11-24 04:44,2020-11-24 04:44,"Assisted Dips-FFA",110,12,"",,,,Triceps,"",
2020-11-24 04:44,2020-11-24 04:44,"Assisted Dips-FFA",110,11,"",,,,Triceps,"",
2020-11-24 04:44,2020-11-24 04:44,"Assisted Dips-FFA",110,10,"",,,,Triceps,"",
2020-11-24 04:44,2020-11-24 04:44,"Cable Kickbacks",10,10,"",,,,Triceps,"",
2020-11-24 04:44,2020-11-24 04:44,"Cable Kickbacks",10,10,"",,,,Triceps,"",
2020-11-24 04:44,2020-11-24 04:44,"Dumbbell Lateral Raises",10,12,"",,,,Shoulders,"",
2020-11-24 04:44,2020-11-24 04:44,"Dumbbell Lateral Raises",10,11,"",,,,Shoulders,"",
2020-11-24 04:44,2020-11-24 04:44,"Dumbbell Lateral Raises",10,10,"",,,,Shoulders,"",
